period,count
1998-06-15 02:24:00,13157
1998-06-15 02:25:00,13207
1998-06-15 02:26:00,14317
1998-06-15 02:27:00,14403
1998-06-15 02:28:00,14621
1998-06-15 02:29:00,13777
1998-06-15 02:30:00,13866
1998-06-15 02:31:00,13445
1998-06-15 02:32:00,13803
1998-06-15 02:33:00,13235
1998-06-15 02:34:00,13628
1998-06-15 02:35:00,13671
1998-06-15 02:36:00,14233
1998-06-15 02:37:00,13656
1998-06-15 02:38:00,14832
1998-06-15 02:39:00,15383
1998-06-15 02:40:00,14609
1998-06-15 02:41:00,15314
1998-06-15 02:42:00,16178
1998-06-15 02:43:00,15172
1998-06-15 02:44:00,15595
1998-06-15 02:45:00,15203
1998-06-15 02:46:00,15443
1998-06-15 02:47:00,15939
1998-06-15 02:48:00,14544
1998-06-15 02:49:00,14992
1998-06-15 02:50:00,16014
1998-06-15 02:51:00,15328
1998-06-15 02:52:00,16041
1998-06-15 02:53:00,16866
1998-06-15 02:54:00,15595
1998-06-15 02:55:00,15892
1998-06-15 02:56:00,16500
1998-06-15 02:57:00,16160
1998-06-15 02:58:00,16002
1998-06-15 02:59:00,16275
1998-06-15 03:00:00,15388
1998-06-15 03:01:00,15038
1998-06-15 03:02:00,16669
1998-06-15 03:03:00,17196
1998-06-15 03:04:00,16527
1998-06-15 03:05:00,16597
1998-06-15 03:06:00,15332
1998-06-15 03:07:00,16702
1998-06-15 03:08:00,17127
1998-06-15 03:09:00,17099
1998-06-15 03:10:00,16701
1998-06-15 03:11:00,16919
1998-06-15 03:12:00,17035
1998-06-15 03:13:00,17642
1998-06-15 03:14:00,16816
1998-06-15 03:15:00,17015
1998-06-15 03:16:00,16916
1998-06-15 03:17:00,16813
1998-06-15 03:18:00,16544
1998-06-15 03:19:00,16684
1998-06-15 03:20:00,17104
1998-06-15 03:21:00,18111
1998-06-15 03:22:00,17130
1998-06-15 03:23:00,17706
1998-06-15 03:24:00,17999
1998-06-15 03:25:00,18153
1998-06-15 03:26:00,18377
1998-06-15 03:27:00,19148
1998-06-15 03:28:00,19370
1998-06-15 03:29:00,18394
1998-06-15 03:30:00,17292
1998-06-15 03:31:00,17252
1998-06-15 03:32:00,18149
1998-06-15 03:33:00,18204
1998-06-15 03:34:00,17059
1998-06-15 03:35:00,16558
1998-06-15 03:36:00,17278
1998-06-15 03:37:00,17008
1998-06-15 03:38:00,18356
1998-06-15 03:39:00,16765
1998-06-15 03:40:00,17995
1998-06-15 03:41:00,17623
1998-06-15 03:42:00,17460
1998-06-15 03:43:00,17054
1998-06-15 03:44:00,16602
1998-06-15 03:45:00,16276
1998-06-15 03:46:00,16909
1998-06-15 03:47:00,17020
1998-06-15 03:48:00,17615
1998-06-15 03:49:00,16790
1998-06-15 03:50:00,17050
1998-06-15 03:51:00,17605
1998-06-15 03:52:00,18106
1998-06-15 03:53:00,17034
1998-06-15 03:54:00,16868
1998-06-15 03:55:00,16168
1998-06-15 03:56:00,16807
1998-06-15 03:57:00,16974
1998-06-15 03:58:00,16842
1998-06-15 03:59:00,16329
1998-06-15 04:00:00,16053
1998-06-15 04:01:00,14821
1998-06-15 04:02:00,14671
1998-06-15 04:03:00,16182
1998-06-15 04:04:00,16099
1998-06-15 04:05:00,15455
1998-06-15 04:06:00,15306
1998-06-15 04:07:00,15620
1998-06-15 04:08:00,15578
1998-06-15 04:09:00,16227
1998-06-15 04:10:00,16215
1998-06-15 04:11:00,15938
1998-06-15 04:12:00,14588
1998-06-15 04:13:00,14638
1998-06-15 04:14:00,14143
1998-06-15 04:15:00,15145
1998-06-15 04:16:00,15237
1998-06-15 04:17:00,14633
1998-06-15 04:18:00,14573
1998-06-15 04:19:00,15543
1998-06-15 04:20:00,15313
1998-06-15 04:21:00,15597
1998-06-15 04:22:00,15669
1998-06-15 04:23:00,15594
1998-06-15 04:24:00,15133
1998-06-15 04:25:00,14734
1998-06-15 04:26:00,15801
1998-06-15 04:27:00,15663
1998-06-15 04:28:00,16352
1998-06-15 04:29:00,15596
1998-06-15 04:30:00,15304
1998-06-15 04:31:00,14567
1998-06-15 04:32:00,15072
1998-06-15 04:33:00,14908
1998-06-15 04:34:00,14127
1998-06-15 04:35:00,14958
1998-06-15 04:36:00,14483
1998-06-15 04:37:00,14614
1998-06-15 04:38:00,14539
1998-06-15 04:39:00,14329
1998-06-15 04:40:00,14073
1998-06-15 04:41:00,14192
1998-06-15 04:42:00,14181
1998-06-15 04:43:00,14256
1998-06-15 04:44:00,15341
1998-06-15 04:45:00,14966
1998-06-15 04:46:00,14735
1998-06-15 04:47:00,14101
1998-06-15 04:48:00,15148
1998-06-15 04:49:00,14405
1998-06-15 04:50:00,14180
1998-06-15 04:51:00,14771
1998-06-15 04:52:00,14121
1998-06-15 04:53:00,14943
1998-06-15 04:54:00,14164
1998-06-15 04:55:00,15307
1998-06-15 04:56:00,14486
1998-06-15 04:57:00,13569
1998-06-15 04:58:00,14031
1998-06-15 04:59:00,15465
1998-06-15 05:00:00,15296
1998-06-15 05:01:00,15932
1998-06-15 05:02:00,15735
1998-06-15 05:03:00,15029
1998-06-15 05:04:00,14891
1998-06-15 05:05:00,15492
1998-06-15 05:06:00,15045
1998-06-15 05:07:00,15686
1998-06-15 05:08:00,14986
1998-06-15 05:09:00,14236
1998-06-15 05:10:00,15398
1998-06-15 05:11:00,15015
1998-06-15 05:12:00,14707
1998-06-15 05:13:00,15409
1998-06-15 05:14:00,15319
1998-06-15 05:15:00,15901
1998-06-15 05:16:00,16563
1998-06-15 05:17:00,16111
1998-06-15 05:18:00,15906
1998-06-15 05:19:00,15539
1998-06-15 05:20:00,15640
1998-06-15 05:21:00,16052
1998-06-15 05:22:00,15996
1998-06-15 05:23:00,16151
1998-06-15 05:24:00,17301
1998-06-15 05:25:00,16356
1998-06-15 05:26:00,15028
1998-06-15 05:27:00,15872
1998-06-15 05:28:00,16328
1998-06-15 05:29:00,16642
1998-06-15 05:30:00,16433
1998-06-15 05:31:00,15628
1998-06-15 05:32:00,15269
1998-06-15 05:33:00,14360
1998-06-15 05:34:00,16026
1998-06-15 05:35:00,16514
1998-06-15 05:36:00,16182
1998-06-15 05:37:00,15652
1998-06-15 05:38:00,15098
1998-06-15 05:39:00,16307
1998-06-15 05:40:00,15738
1998-06-15 05:41:00,16292
1998-06-15 05:42:00,14821
1998-06-15 05:43:00,15871
1998-06-15 05:44:00,16005
1998-06-15 05:45:00,15411
1998-06-15 05:46:00,16439
1998-06-15 05:47:00,17558
1998-06-15 05:48:00,16892
1998-06-15 05:49:00,17056
1998-06-15 05:50:00,17261
1998-06-15 05:51:00,17884
1998-06-15 05:52:00,17649
1998-06-15 05:53:00,16032
1998-06-15 05:54:00,16425
1998-06-15 05:55:00,18859
1998-06-15 05:56:00,17373
1998-06-15 05:57:00,17919
1998-06-15 05:58:00,17986
1998-06-15 05:59:00,18292
1998-06-15 06:00:00,18457
1998-06-15 06:01:00,18712
1998-06-15 06:02:00,18490
1998-06-15 06:03:00,18707
1998-06-15 06:04:00,19191
1998-06-15 06:05:00,17568
1998-06-15 06:06:00,18362
1998-06-15 06:07:00,18734
1998-06-15 06:08:00,16989
1998-06-15 06:09:00,16245
1998-06-15 06:10:00,17585
1998-06-15 06:11:00,18007
1998-06-15 06:12:00,17719
1998-06-15 06:13:00,18056
1998-06-15 06:14:00,18688
1998-06-15 06:15:00,18778
1998-06-15 06:16:00,17633
1998-06-15 06:17:00,18565
1998-06-15 06:18:00,18706
1998-06-15 06:19:00,17031
1998-06-15 06:20:00,17933
1998-06-15 06:21:00,17776
1998-06-15 06:22:00,17712
1998-06-15 06:23:00,19214
1998-06-15 06:24:00,19349
1998-06-15 06:25:00,19763
1998-06-15 06:26:00,19402
1998-06-15 06:27:00,18741
1998-06-15 06:28:00,19853
1998-06-15 06:29:00,19408
1998-06-15 06:30:00,19307
1998-06-15 06:31:00,18381
1998-06-15 06:32:00,18229
1998-06-15 06:33:00,18842
1998-06-15 06:34:00,20323
1998-06-15 06:35:00,19831
1998-06-15 06:36:00,19739
1998-06-15 06:37:00,19946
1998-06-15 06:38:00,19575
1998-06-15 06:39:00,20318
1998-06-15 06:40:00,20688
1998-06-15 06:41:00,20742
1998-06-15 06:42:00,21458
1998-06-15 06:43:00,20703
1998-06-15 06:44:00,20290
1998-06-15 06:45:00,19946
1998-06-15 06:46:00,20777
1998-06-15 06:47:00,21040
1998-06-15 06:48:00,19835
1998-06-15 06:49:00,18976
1998-06-15 06:50:00,19862
1998-06-15 06:51:00,20944
1998-06-15 06:52:00,19766
1998-06-15 06:53:00,20628
1998-06-15 06:54:00,20440
1998-06-15 06:55:00,20401
1998-06-15 06:56:00,20815
1998-06-15 06:57:00,21191
1998-06-15 06:58:00,19963
1998-06-15 06:59:00,20865
1998-06-15 07:00:00,21397
1998-06-15 07:01:00,21786
1998-06-15 07:02:00,20782
1998-06-15 07:03:00,21326
1998-06-15 07:04:00,20131
1998-06-15 07:05:00,20927
1998-06-15 07:06:00,22124
1998-06-15 07:07:00,20824
1998-06-15 07:08:00,20804
1998-06-15 07:09:00,21683
1998-06-15 07:10:00,21513
1998-06-15 07:11:00,21202
1998-06-15 07:12:00,21021
1998-06-15 07:13:00,20347
1998-06-15 07:14:00,21669
1998-06-15 07:15:00,20915
1998-06-15 07:16:00,21778
1998-06-15 07:17:00,21901
1998-06-15 07:18:00,22760
1998-06-15 07:19:00,22170
1998-06-15 07:20:00,21213
1998-06-15 07:21:00,20432
1998-06-15 07:22:00,20461
1998-06-15 07:23:00,21400
1998-06-15 07:24:00,21248
1998-06-15 07:25:00,22390
1998-06-15 07:26:00,21900
1998-06-15 07:27:00,21668
1998-06-15 07:28:00,21305
1998-06-15 07:29:00,21634
1998-06-15 07:30:00,21112
1998-06-15 07:31:00,22186
1998-06-15 07:32:00,22204
1998-06-15 07:33:00,22301
1998-06-15 07:34:00,21679
1998-06-15 07:35:00,22414
1998-06-15 07:36:00,21915
1998-06-15 07:37:00,20585
1998-06-15 07:38:00,22107
1998-06-15 07:39:00,22627
1998-06-15 07:40:00,21911
1998-06-15 07:41:00,21979
1998-06-15 07:42:00,22616
1998-06-15 07:43:00,22247
1998-06-15 07:44:00,24067
1998-06-15 07:45:00,22969
1998-06-15 07:46:00,21729
1998-06-15 07:47:00,21807
1998-06-15 07:48:00,21473
1998-06-15 07:49:00,22119
1998-06-15 07:50:00,22206
1998-06-15 07:51:00,23990
1998-06-15 07:52:00,23492
1998-06-15 07:53:00,22703
1998-06-15 07:54:00,22053
1998-06-15 07:55:00,22552
1998-06-15 07:56:00,22535
1998-06-15 07:57:00,24082
1998-06-15 07:58:00,24810
1998-06-15 07:59:00,24786
1998-06-15 08:00:00,23135
1998-06-15 08:01:00,22762
1998-06-15 08:02:00,23152
1998-06-15 08:03:00,23377
1998-06-15 08:04:00,23199
1998-06-15 08:05:00,23192
1998-06-15 08:06:00,23492
1998-06-15 08:07:00,23089
1998-06-15 08:08:00,23363
1998-06-15 08:09:00,23940
1998-06-15 08:10:00,24145
1998-06-15 08:11:00,24465
1998-06-15 08:12:00,22884
1998-06-15 08:13:00,22148
1998-06-15 08:14:00,22757
1998-06-15 08:15:00,23866
1998-06-15 08:16:00,23132
1998-06-15 08:17:00,23892
1998-06-15 08:18:00,23845
1998-06-15 08:19:00,24126
1998-06-15 08:20:00,24089
1998-06-15 08:21:00,25018
1998-06-15 08:22:00,24067
1998-06-15 08:23:00,23272
1998-06-15 08:24:00,23279
1998-06-15 08:25:00,22216
1998-06-15 08:26:00,22516
1998-06-15 08:27:00,24071
1998-06-15 08:28:00,23609
1998-06-15 08:29:00,22707
1998-06-15 08:30:00,22651
1998-06-15 08:31:00,24059
1998-06-15 08:32:00,23974
1998-06-15 08:33:00,23597
1998-06-15 08:34:00,23721
1998-06-15 08:35:00,23319
1998-06-15 08:36:00,22970
1998-06-15 08:37:00,23727
1998-06-15 08:38:00,23956
1998-06-15 08:39:00,23194
1998-06-15 08:40:00,25310
1998-06-15 08:41:00,22396
1998-06-15 08:42:00,23165
1998-06-15 08:43:00,22334
1998-06-15 08:44:00,22272
1998-06-15 08:45:00,21630
1998-06-15 08:46:00,22362
1998-06-15 08:47:00,21139
1998-06-15 08:48:00,21094
1998-06-15 08:49:00,22124
1998-06-15 08:50:00,23594
1998-06-15 08:51:00,23064
1998-06-15 08:52:00,23176
1998-06-15 08:53:00,21752
1998-06-15 08:54:00,22721
1998-06-15 08:55:00,23227
1998-06-15 08:56:00,22722
1998-06-15 08:57:00,22575
1998-06-15 08:58:00,22635
1998-06-15 08:59:00,21875
1998-06-15 09:00:00,22762
1998-06-15 09:01:00,22825
1998-06-15 09:02:00,22270
1998-06-15 09:03:00,22523
1998-06-15 09:04:00,23122
1998-06-15 09:05:00,21715
1998-06-15 09:06:00,22278
1998-06-15 09:07:00,21670
1998-06-15 09:08:00,21641
1998-06-15 09:09:00,21325
1998-06-15 09:10:00,22213
1998-06-15 09:11:00,21488
1998-06-15 09:12:00,21752
1998-06-15 09:13:00,22091
1998-06-15 09:14:00,21702
1998-06-15 09:15:00,22331
1998-06-15 09:16:00,22592
1998-06-15 09:17:00,22368
1998-06-15 09:18:00,21594
1998-06-15 09:19:00,22331
1998-06-15 09:20:00,23607
1998-06-15 09:21:00,23996
1998-06-15 09:22:00,23242
1998-06-15 09:23:00,22198
1998-06-15 09:24:00,21394
1998-06-15 09:25:00,22016
1998-06-15 09:26:00,23008
1998-06-15 09:27:00,22842
1998-06-15 09:28:00,24171
1998-06-15 09:29:00,23545
1998-06-15 09:30:00,23567
1998-06-15 09:31:00,22062
1998-06-15 09:32:00,22027
1998-06-15 09:33:00,21272
1998-06-15 09:34:00,21378
1998-06-15 09:35:00,21071
1998-06-15 09:36:00,21488
1998-06-15 09:37:00,20026
1998-06-15 09:38:00,21309
1998-06-15 09:39:00,21485
1998-06-15 09:40:00,21420
1998-06-15 09:41:00,22841
1998-06-15 09:42:00,22147
1998-06-15 09:43:00,21866
1998-06-15 09:44:00,21156
1998-06-15 09:45:00,22066
1998-06-15 09:46:00,21863
1998-06-15 09:47:00,21559
1998-06-15 09:48:00,20455
1998-06-15 09:49:00,21037
1998-06-15 09:50:00,21444
1998-06-15 09:51:00,23296
1998-06-15 09:52:00,22165
1998-06-15 09:53:00,22866
1998-06-15 09:54:00,21781
1998-06-15 09:55:00,22226
1998-06-15 09:56:00,22992
1998-06-15 09:57:00,21603
1998-06-15 09:58:00,21314
1998-06-15 09:59:00,21921
1998-06-15 10:00:00,22395
1998-06-15 10:01:00,23138
1998-06-15 10:02:00,23305
1998-06-15 10:03:00,21593
1998-06-15 10:04:00,22004
1998-06-15 10:05:00,23050
1998-06-15 10:06:00,22545
1998-06-15 10:07:00,22915
1998-06-15 10:08:00,23560
1998-06-15 10:09:00,23909
1998-06-15 10:10:00,24332
1998-06-15 10:11:00,23942
1998-06-15 10:12:00,22755
1998-06-15 10:13:00,22483
1998-06-15 10:14:00,21961
1998-06-15 10:15:00,21843
1998-06-15 10:16:00,22890
1998-06-15 10:17:00,23098
1998-06-15 10:18:00,23015
1998-06-15 10:19:00,23270
1998-06-15 10:20:00,22820
1998-06-15 10:21:00,21955
1998-06-15 10:22:00,21901
1998-06-15 10:23:00,23163
1998-06-15 10:24:00,23148
1998-06-15 10:25:00,22615
1998-06-15 10:26:00,23536
1998-06-15 10:27:00,23592
1998-06-15 10:28:00,23996
1998-06-15 10:29:00,24881
1998-06-15 10:30:00,24742
1998-06-15 10:31:00,24854
1998-06-15 10:32:00,24032
1998-06-15 10:33:00,24410
1998-06-15 10:34:00,23480
1998-06-15 10:35:00,23185
1998-06-15 10:36:00,24063
1998-06-15 10:37:00,25151
1998-06-15 10:38:00,24116
1998-06-15 10:39:00,24526
1998-06-15 10:40:00,25457
1998-06-15 10:41:00,26140
1998-06-15 10:42:00,24847
1998-06-15 10:43:00,24756
1998-06-15 10:44:00,25067
1998-06-15 10:45:00,24088
1998-06-15 10:46:00,24652
1998-06-15 10:47:00,26315
1998-06-15 10:48:00,26855
1998-06-15 10:49:00,26327
1998-06-15 10:50:00,27387
1998-06-15 10:51:00,26736
1998-06-15 10:52:00,26601
1998-06-15 10:53:00,26756
1998-06-15 10:54:00,27441
1998-06-15 10:55:00,26562
1998-06-15 10:56:00,26213
1998-06-15 10:57:00,25086
1998-06-15 10:58:00,26542
1998-06-15 10:59:00,26330
1998-06-15 11:00:00,26434
1998-06-15 11:01:00,26835
1998-06-15 11:02:00,26224
1998-06-15 11:03:00,25645
1998-06-15 11:04:00,25789
1998-06-15 11:05:00,26625
1998-06-15 11:06:00,28358
1998-06-15 11:07:00,28257
1998-06-15 11:08:00,27932
1998-06-15 11:09:00,29353
1998-06-15 11:10:00,29115
1998-06-15 11:11:00,27779
1998-06-15 11:12:00,30005
1998-06-15 11:13:00,28856
1998-06-15 11:14:00,28802
1998-06-15 11:15:00,30222
1998-06-15 11:16:00,29250
1998-06-15 11:17:00,29420
1998-06-15 11:18:00,29309
1998-06-15 11:19:00,29374
1998-06-15 11:20:00,29395
1998-06-15 11:21:00,29181
1998-06-15 11:22:00,30425
1998-06-15 11:23:00,30413
1998-06-15 11:24:00,30554
1998-06-15 11:25:00,30227
1998-06-15 11:26:00,29737
1998-06-15 11:27:00,30920
1998-06-15 11:28:00,29553
1998-06-15 11:29:00,29969
1998-06-15 11:30:00,28747
1998-06-15 11:31:00,29022
1998-06-15 11:32:00,28726
1998-06-15 11:33:00,28449
1998-06-15 11:34:00,27821
1998-06-15 11:35:00,28452
1998-06-15 11:36:00,30332
1998-06-15 11:37:00,29590
1998-06-15 11:38:00,30600
1998-06-15 11:39:00,30707
1998-06-15 11:40:00,31041
1998-06-15 11:41:00,30474
1998-06-15 11:42:00,29695
1998-06-15 11:43:00,28925
1998-06-15 11:44:00,29582
1998-06-15 11:45:00,30821
1998-06-15 11:46:00,32011
1998-06-15 11:47:00,31992
1998-06-15 11:48:00,32582
1998-06-15 11:49:00,32281
1998-06-15 11:50:00,31890
1998-06-15 11:51:00,31353
1998-06-15 11:52:00,32779
1998-06-15 11:53:00,33598
1998-06-15 11:54:00,34565
1998-06-15 11:55:00,34488
1998-06-15 11:56:00,34689
1998-06-15 11:57:00,33760
1998-06-15 11:58:00,32155
1998-06-15 11:59:00,32635
1998-06-15 12:00:00,34642
1998-06-15 12:01:00,35919
1998-06-15 12:02:00,34803
1998-06-15 12:03:00,35780
1998-06-15 12:04:00,35839
1998-06-15 12:05:00,36465
1998-06-15 12:06:00,36829
1998-06-15 12:07:00,39248
1998-06-15 12:08:00,36941
1998-06-15 12:09:00,36610
1998-06-15 12:10:00,37400
1998-06-15 12:11:00,41729
1998-06-15 12:12:00,40475
1998-06-15 12:13:00,39353
1998-06-15 12:14:00,39918
1998-06-15 12:15:00,40828
1998-06-15 12:16:00,42499
1998-06-15 12:17:00,43993
1998-06-15 12:18:00,42924
1998-06-15 12:19:00,41349
1998-06-15 12:20:00,42568
1998-06-15 12:21:00,42513
1998-06-15 12:22:00,44313
1998-06-15 12:23:00,44257
1998-06-15 12:24:00,46276
1998-06-15 12:25:00,46958
1998-06-15 12:26:00,48225
1998-06-15 12:27:00,48762
1998-06-15 12:28:00,50552
1998-06-15 12:29:00,53410
1998-06-15 12:30:00,56348
1998-06-15 12:31:00,59391
1998-06-15 12:32:00,61805
1998-06-15 12:33:00,63341
1998-06-15 12:34:00,62509
1998-06-15 12:35:00,66804
1998-06-15 12:36:00,68472
1998-06-15 12:37:00,71461
1998-06-15 12:38:00,72276
1998-06-15 12:39:00,74281
1998-06-15 12:40:00,72083
1998-06-15 12:41:00,78150
1998-06-15 12:42:00,78179
1998-06-15 12:43:00,72498
1998-06-15 12:44:00,78696
1998-06-15 12:45:00,78521
1998-06-15 12:46:00,79543
1998-06-15 12:47:00,79733
1998-06-15 12:48:00,82894
1998-06-15 12:49:00,82988
1998-06-15 12:50:00,83015
1998-06-15 12:51:00,87276
1998-06-15 12:52:00,88538
1998-06-15 12:53:00,92092
1998-06-15 12:54:00,91742
1998-06-15 12:55:00,90199
1998-06-15 12:56:00,90639
1998-06-15 12:57:00,94390
1998-06-15 12:58:00,89975
1998-06-15 12:59:00,89543
1998-06-15 13:00:00,94389
1998-06-15 13:01:00,91785
1998-06-15 13:02:00,91712
1998-06-15 13:03:00,91628
1998-06-15 13:04:00,91491
1998-06-15 13:05:00,91672
1998-06-15 13:06:00,90952
1998-06-15 13:07:00,95857
1998-06-15 13:08:00,97680
1998-06-15 13:09:00,101033
1998-06-15 13:10:00,99687
1998-06-15 13:11:00,104907
1998-06-15 13:12:00,103044
1998-06-15 13:13:00,110369
1998-06-15 13:14:00,119970
1998-06-15 13:15:00,119104
1998-06-15 13:16:00,116796
1998-06-15 13:17:00,111142
1998-06-15 13:18:00,110672
1998-06-15 13:19:00,111335
1998-06-15 13:20:00,107695
1998-06-15 13:21:00,109087
1998-06-15 13:22:00,108693
1998-06-15 13:23:00,106766
1998-06-15 13:24:00,106600
1998-06-15 13:25:00,106569
1998-06-15 13:26:00,109971
1998-06-15 13:27:00,106900
1998-06-15 13:28:00,109691
1998-06-15 13:29:00,109926
1998-06-15 13:30:00,106972
1998-06-15 13:31:00,106988
1998-06-15 13:32:00,103875
1998-06-15 13:33:00,108536
1998-06-15 13:34:00,107636
1998-06-15 13:35:00,108938
1998-06-15 13:36:00,104096
1998-06-15 13:37:00,104899
1998-06-15 13:38:00,104934
1998-06-15 13:39:00,103815
1998-06-15 13:40:00,105246
1998-06-15 13:41:00,108494
1998-06-15 13:42:00,109348
1998-06-15 13:43:00,106910
1998-06-15 13:44:00,108663
1998-06-15 13:45:00,109858
1998-06-15 13:46:00,109259
1998-06-15 13:47:00,108831
1998-06-15 13:48:00,112254
1998-06-15 13:49:00,111998
1998-06-15 13:50:00,115957
1998-06-15 13:51:00,115573
1998-06-15 13:52:00,113432
1998-06-15 13:53:00,116424
1998-06-15 13:54:00,112361
1998-06-15 13:55:00,111773
1998-06-15 13:56:00,112156
1998-06-15 13:57:00,115401
1998-06-15 13:58:00,113066
1998-06-15 13:59:00,115002
1998-06-15 14:00:00,111424
1998-06-15 14:01:00,113793
1998-06-15 14:02:00,112493
1998-06-15 14:03:00,114675
1998-06-15 14:04:00,113161
1998-06-15 14:05:00,116343
1998-06-15 14:06:00,122737
1998-06-15 14:07:00,121738
1998-06-15 14:08:00,122996
1998-06-15 14:09:00,121142
1998-06-15 14:10:00,122413
1998-06-15 14:11:00,121884
1998-06-15 14:12:00,126332
1998-06-15 14:13:00,124609
1998-06-15 14:14:00,124600
1998-06-15 14:15:00,124932
1998-06-15 14:16:00,126159
1998-06-15 14:17:00,125252
1998-06-15 14:18:00,129043
1998-06-15 14:19:00,133232
1998-06-15 14:20:00,129457
1998-06-15 14:21:00,139219
1998-06-15 14:22:00,141976
1998-06-15 14:23:00,145555
1998-06-15 14:24:00,145394
1998-06-15 14:25:00,141977
1998-06-15 14:26:00,143543
1998-06-15 14:27:00,142279
1998-06-15 14:28:00,146723
1998-06-15 14:29:00,153878
1998-06-15 14:30:00,149743
1998-06-15 14:31:00,142632
1998-06-15 14:32:00,143981
1998-06-15 14:33:00,143832
